animal_name,species,animal_birth,outpatient,hospitalization,operation,patella,skin_disease,dental,urinary,liability,insurance_choice,breed
ÀÌ÷À÷À,2,4,3,2,1,4,2,5,2,2,28,84
ÀÌ÷À÷À,2,2,1,2,4,2,3,5,5,4,6,85
ÀÌ÷À÷À,2,3,3,2,1,2,1,4,2,2,21,86
ÀÌ÷À÷À,2,2,3,5,2,4,3,3,3,2,22,87
ÀÌ÷À÷À,2,2,2,3,5,2,4,5,2,4,27,88
ÀÌ÷À÷À,2,1,4,2,5,3,3,3,2,1,27,89
ÀÌ÷À÷À,2,3,3,5,4,2,5,4,3,5,21,90
ÀÌ÷À÷À,2,2,5,5,5,4,5,3,2,1,21,91
ÀÌ÷À÷À,2,3,2,3,4,2,3,4,2,3,21,92
ÀÌ÷À÷À,2,3,1,2,3,4,4,5,2,2,5,92
ÀÌ÷À÷À,2,3,3,3,2,3,2,5,1,3,22,92
ÀÌ÷À÷À,2,3,3,3,5,3,2,1,5,3,21,92
ÀÌ÷À÷À,2,3,4,2,5,3,4,5,2,2,6,92
ÀÌ÷À÷À,2,3,3,2,3,2,1,2,2,4,27,92
ÀÌ÷À÷À,2,3,1,3,4,3,2,1,4,3,21,93
ÀÌ÷À÷À,2,3,5,4,3,2,1,4,3,3,22,93
ÀÌ÷À÷À,2,3,1,4,3,2,1,4,3,2,27,93
ÀÌ÷À÷À,2,3,3,3,4,1,2,3,2,1,21,93
ÀÌ÷À÷À,2,3,1,4,2,2,3,3,2,5,22,93
ÀÌ÷À÷À,2,3,3,5,3,5,4,5,4,3,6,93
ÀÌ÷À÷À,2,3,2,5,4,3,5,3,5,4,5,94
ÀÌ÷À÷À,2,3,4,5,3,4,4,5,2,3,6,94
ÀÌ÷À÷À,2,3,3,5,4,3,2,5,4,3,27,94
ÀÌ÷À÷À,2,3,4,4,3,5,4,3,2,5,6,94
ÀÌ÷À÷À,2,3,1,2,3,4,3,5,2,5,5,94
ÀÌ÷À÷À,2,3,2,5,4,3,2,1,2,3,27,94
ÀÌ÷À÷À,2,3,1,2,3,4,5,3,2,1,5,95
ÀÌ÷À÷À,2,3,2,3,5,1,2,3,5,3,21,95
ÀÌ÷À÷À,2,3,1,2,5,3,2,5,2,5,22,95
ÀÌ÷À÷À,2,3,4,5,2,3,2,5,2,3,27,95
ÀÌ÷À÷À,2,3,2,3,5,2,2,2,5,2,21,95
ÀÌ÷À÷À,2,3,2,3,5,1,5,5,3,5,22,95
ÀÌ÷À÷À,2,3,5,4,3,5,4,3,2,3,6,96
ÀÌ÷À÷À,2,3,5,4,3,5,3,5,4,3,6,96
ÀÌ÷À÷À,2,3,5,4,3,2,5,1,2,3,27,96
ÀÌ÷À÷À,2,3,1,5,2,3,3,5,5,3,5,96
ÀÌ÷À÷À,2,3,5,5,2,2,3,4,2,5,21,96
ÀÌ÷À÷À,2,3,4,3,3,2,3,3,3,2,22,96
ÀÌ÷À÷À,2,3,2,2,4,3,2,3,4,3,28,97
ÀÌ÷À÷À,2,3,2,5,2,3,5,5,3,5,5,97
ÀÌ÷À÷À,2,3,3,5,3,3,4,3,5,3,6,97
ÀÌ÷À÷À,2,3,1,2,3,4,2,5,4,4,28,97
ÀÌ÷À÷À,2,3,3,3,2,4,5,4,3,5,6,97
ÀÌ÷À÷À,2,3,5,4,3,5,2,3,2,3,21,97
ÀÌ÷À÷À,2,3,2,4,3,2,5,4,4,3,22,98
ÀÌ÷À÷À,2,3,1,2,3,5,2,3,3,5,28,98
ÀÌ÷À÷À,2,3,3,5,2,1,2,3,3,3,27,98
ÀÌ÷À÷À,2,3,5,2,2,3,5,2,3,3,21,98
ÀÌ÷À÷À,2,3,3,2,5,2,3,2,5,3,22,98
ÀÌ÷À÷À,2,3,2,1,2,3,4,3,3,2,5,98
ÀÌ÷À÷À,2,3,3,2,4,2,4,2,2,1,27,99
ÀÌ÷À÷À,2,3,5,1,1,2,3,5,2,4,21,99
ÀÌ÷À÷À,2,3,3,3,4,1,2,3,4,3,22,99
ÀÌ÷À÷À,2,3,2,2,5,5,4,5,2,5,5,99
ÀÌ÷À÷À,2,3,3,4,4,4,5,3,4,5,6,99
ÀÌ÷À÷À,2,3,2,5,4,3,5,5,4,2,5,99
ÀÌ÷À÷À,2,3,5,2,3,4,4,3,2,5,6,100
ÀÌ÷À÷À,2,3,4,3,3,4,5,2,3,4,27,100
ÀÌ÷À÷À,2,3,3,4,4,4,5,4,2,3,6,100
ÀÌ÷À÷À,2,3,3,5,2,3,5,2,3,2,21,100
ÀÌ÷À÷À,2,3,3,3,3,3,2,1,3,5,22,100
ÀÌ÷À÷À,2,3,2,1,3,3,2,5,2,3,27,100
ÀÌ÷À÷À,2,3,1,2,3,2,2,2,4,2,21,149
ÀÌ÷À÷À,2,3,5,5,1,2,5,2,3,3,27,149
ÀÌ÷À÷À,2,3,5,2,3,2,5,5,5,2,22,149
ÀÌ÷À÷À,2,3,5,3,2,4,3,4,4,2,6,149
ÀÌ÷À÷À,2,3,2,3,2,4,4,2,4,3,5,149
ÀÌ÷À÷À,2,3,1,4,4,3,2,4,3,2,27,149
ÀÌ÷À÷À,2,3,2,4,3,2,1,2,3,4,27,149
ÀÌ÷À÷À,2,3,1,5,2,4,3,3,5,2,5,149
ÀÌ÷À÷À,2,3,2,3,5,1,2,3,5,3,21,149
ÀÌ÷À÷À,2,3,5,3,3,3,3,3,5,3,6,149
ÀÌ÷À÷À,2,3,4,2,3,4,1,2,3,1,21,150
ÀÌ÷À÷À,2,3,4,1,2,2,4,3,2,4,27,150
ÀÌ÷À÷À,2,3,3,2,1,4,3,2,1,3,21,150
ÀÌ÷À÷À,2,3,3,1,2,5,2,4,2,1,22,150
ÀÌ÷À÷À,2,3,5,2,2,3,4,2,1,5,6,150
ÀÌ÷À÷À,2,3,5,2,3,2,3,1,2,3,22,150
ÀÌ÷À÷À,2,3,2,5,1,2,3,1,2,5,27,150
ÀÌ÷À÷À,2,3,5,1,2,3,5,1,2,3,27,150
ÀÌ÷À÷À,2,3,3,2,2,2,2,4,2,5,21,150
ÀÌ÷À÷À,2,3,5,2,3,2,5,1,2,3,22,150
