id|breed|animal_name|species|animal_birth|outpatient|hospitalization|operation|patella|skin_disease|dental|urinary|liability|insurance_choice
359|116|±טÅÊÀÚ|2|1|4|3|5|2|3|3|4|4|72
360|116|±טÅÊÀÚ|2|4|3|2|4|2|4|3|4|4|73
361|116|±טÅÊÀÚ|2|5|2|4|3|2|4|3|3|5|22
362|116|±טÅÊÀÚ|2|6|2|5|2|3|4|4|3|5|27
363|117|±טÅÊÀÚ|2|7|1|5|2|3|2|4|4|4|22
364|117|±טÅÊÀÚ|2|8|1|4|1|2|2|4|4|2|27
365|117|±טÅÊÀÚ|2|6|1|3|2|2|2|3|3|2|22
366|117|±טÅÊÀÚ|2|7|1|2|4|3|2|3|2|1|21
367|117|±טÅÊÀÚ|2|5|1|1|4|3|5|2|2|1|27
368|117|±טÅÊÀÚ|2|4|2|2|4|4|5|2|1|1|21
369|117|±טÅÊÀÚ|2|3|2|3|5|4|5|1|2|1|21
370|117|±טÅÊÀÚ|2|6|2|1|1|4|4|1|2|2|21
371|118|±טÅÊÀÚ|2|8|1|2|1|3|3|1|3|2|22
372|118|±טÅÊÀÚ|2|1|2|2|2|3|3|2|4|2|73
373|118|±טÅÊÀÚ|2|2|1|1|2|3|3|2|4|2|73
374|118|±טÅÊÀÚ|2|3|2|2|3|3|3|2|4|1|73
375|118|±טÅÊÀÚ|2|5|1|1|4|2|3|3|5|1|73
376|118|±טÅÊÀÚ|2|4|2|2|3|2|2|2|4|2|21
377|149|±טÅÊÀÚ|2|4|2|1|1|2|2|2|4|2|22
378|149|±טÅÊÀÚ|2|6|3|2|1|2|2|1|3|3|22
379|149|±טÅÊÀÚ|2|8|3|3|2|3|2|1|3|3|27
380|149|±טÅÊÀÚ|2|7|4|3|4|3|2|1|3|3|21
381|149|±טÅÊÀÚ|2|1|4|1|1|4|2|1|4|2|22
382|149|±טÅÊÀÚ|2|4|4|1|2|5|3|2|4|2|72
383|149|±טÅÊÀÚ|2|5|4|2|2|5|2|2|5|2|5
384|149|±טÅÊÀÚ|2|6|3|5|4|2|2|2|5|3|21
385|149|±טÅÊÀÚ|2|7|3|5|3|2|2|2|4|3|6
386|150|±טÅÊÀÚ|2|8|2|5|3|3|2|3|3|2|71
387|150|±טÅÊÀÚ|2|6|2|4|2|3|2|3|3|2|22
388|150|±טÅÊÀÚ|2|7|1|1|2|3|2|3|3|2|70
389|150|±טÅÊÀÚ|2|5|1|2|1|1|3|2|3|1|22
390|150|±טÅÊÀÚ|2|4|1|3|2|1|3|2|2|1|21
391|150|±טÅÊÀÚ|2|3|1|1|1|2|4|2|2|1|27
392|150|±טÅÊÀÚ|2|6|1|4|1|3|4|3|1|2|27
393|150|±טÅÊÀÚ|2|8|2|1|1|1|4|3|1|2|27
394|150|±טÅÊÀÚ|2|1|2|5|2|4|5|3|2|3|21
395|150|±טÅÊÀÚ|2|2|2|3|3|4|5|4|3|3|28
396|109|±טÅÊÀÚ|2|3|1|3|4|1|3|4|3|3|21
397|104|±טÅÊÀÚ|2|5|2|4|4|1|3|3|4|3|22
398|114|±טÅÊÀÚ|2|4|1|4|4|1|3|3|4|3|6
399|113|±טÅÊÀÚ|2|4|2|5|4|2|2|2|5|3|21
400|112|±טÅÊÀÚ|2|6|2|5|4|2|2|2|5|2|21
401|81|¿Í¿Í|1|0|5|2|3|1|3|2|2|3|11
402|81|¿Í¿Í|1|1|2|1|4|4|2|5|3|2|63
403|81|¿Í¿Í|1|2|4|4|4|2|5|3|1|4|78
404|81|¿Í¿Í|1|3|5|3|3|3|1|2|4|5|66
405|81|¿Í¿Í|1|4|5|4|1|5|4|1|3|1|46
406|81|¿Í¿Í|1|5|3|2|4|2|2|4|2|2|27
407|81|¿Í¿Í|1|6|4|3|3|4|5|5|1|3|16
408|81|¿Í¿Í|1|7|3|5|4|1|3|3|4|4|2
409|81|¿Í¿Í|1|3|5|1|1|2|4|4|2|2|12
410|81|¿Í¿Í|1|0|5|4|5|4|5|2|3|5|63
411|65|¿Í¿Í|1|1|2|2|4|4|2|3|1|3|10
412|65|¿Í¿Í|1|2|5|4|3|5|3|4|4|4|67
413|65|¿Í¿Í|1|3|3|3|5|3|4|5|2|5|24
414|65|¿Í¿Í|1|4|4|5|2|2|3|4|3|2|4
415|65|¿Í¿Í|1|5|3|2|4|4|5|2|1|3|78
416|65|¿Í¿Í|1|6|4|4|3|4|4|5|5|5|75
417|65|¿Í¿Í|1|7|5|2|5|5|5|3|2|2|75
418|65|¿Í¿Í|1|8|5|5|2|3|2|4|3|4|56
419|65|¿Í¿Í|1|0|4|1|4|5|4|1|1|3|75
420|65|¿Í¿Í|1|1|3|4|1|4|1|2|2|5|52
421|65|¿Í¿Í|1|2|4|3|5|5|5|3|4|2|77
422|65|¿Í¿Í|1|3|2|2|5|2|4|5|5|4|65
423|65|¿Í¿Í|1|4|5|4|3|4|2|3|2|3|79
424|65|¿Í¿Í|1|5|1|4|4|5|4|4|3|2|69
425|65|¿Í¿Í|1|6|5|5|2|4|3|2|1|4|75
426|65|¿Í¿Í|1|7|5|3|5|3|2|5|5|3|20
427|65|¿Í¿Í|1|2|3|4|3|5|5|3|2|5|53
428|65|¿Í¿Í|1|0|3|2|4|4|1|4|3|2|56
429|65|¿Í¿Í|1|1|4|4|1|4|4|5|1|4|77
430|65|¿Í¿Í|1|2|2|3|5|3|2|1|4|5|77
431|66|¿Í¿Í|1|3|5|4|3|5|3|2|2|2|79
432|66|¿Í¿Í|1|4|1|1|4|4|4|4|3|4|16
433|66|¿Í¿Í|1|5|5|4|1|2|2|3|1|3|57
434|66|¿Í¿Í|1|6|4|3|3|4|5|2|2|2|59
435|66|¿Í¿Í|1|7|4|3|4|3|3|5|3|4|3
436|66|¿Í¿Í|1|8|3|3|2|5|4|3|2|3|19
437|66|¿Í¿Í|1|0|5|4|5|1|2|4|4|2|60
438|66|¿Í¿Í|1|1|2|1|3|4|1|5|2|4|47
439|66|¿Í¿Í|1|2|5|5|4|3|5|2|3|1|63
440|66|¿Í¿Í|1|3|1|2|2|2|2|1|1|2|27
441|66|¿Í¿Í|1|4|4|3|1|5|4|5|4|3|47
442|66|¿Í¿Í|1|5|2|4|5|4|3|4|2|1|46
443|66|¿Í¿Í|1|6|3|1|3|3|5|3|3|4|66
444|66|¿Í¿Í|1|7|4|3|4|2|4|2|2|2|48
445|66|¿Í¿Í|1|8|2|4|2|5|3|5|2|3|53
446|66|¿Í¿Í|1|0|1|2|5|1|5|3|5|4|24
447|66|¿Í¿Í|1|1|5|3|4|4|2|4|1|2|56
448|66|¿Í¿Í|1|2|2|4|3|3|4|5|4|3|59
449|66|¿Í¿Í|1|3|3|5|2|2|3|3|2|4|52
450|66|¿Í¿Í|1|4|4|4|5|4|1|2|3|3|75
451|67|¿Í¿Í|1|5|5|5|4|5|2|3|1|5|59
452|67|¿Í¿Í|1|6|4|2|2|3|5|5|2|3|54
453|67|¿Í¿Í|1|7|5|3|3|4|3|2|3|2|56
454|67|¿Í¿Í|1|2|4|4|1|2|4|3|1|3|51
455|67|¿Í¿Í|1|0|3|5|2|1|5|4|4|4|59
456|67|¿Í¿Í|1|1|5|2|5|3|3|5|1|1|48
457|67|¿Í¿Í|1|2|2|5|4|5|5|2|2|2|49
458|67|¿Í¿Í|1|3|5|3|3|3|2|4|3|3|59
459|67|¿Í¿Í|1|4|1|4|4|4|4|3|1|2|75
460|67|¿Í¿Í|1|5|5|5|2|2|3|4|5|4|8
461|67|¿Í¿Í|1|6|4|3|3|5|1|3|2|4|78
462|67|¿Í¿Í|1|7|3|2|5|4|3|5|3|3|46
463|67|¿Í¿Í|1|8|2|4|4|3|1|2|1|2|46
464|67|¿Í¿Í|1|0|4|5|2|5|4|3|2|1|52
465|67|¿Í¿Í|1|1|4|3|1|1|2|4|1|3|46
466|67|¿Í¿Í|1|2|3|4|3|4|3|1|2|2|53
467|67|¿Í¿Í|1|3|3|3|4|2|5|5|3|4|67
468|67|¿Í¿Í|1|4|3|4|2|3|4|2|5|2|60
469|67|¿Í¿Í|1|5|2|3|5|5|2|3|1|3|10
470|67|¿Í¿Í|1|6|5|2|4|4|3|4|3|5|3
471|68|¿Í¿Í|1|7|1|5|3|2|4|5|1|1|76
472|68|¿Í¿Í|1|8|3|3|2|1|1|2|3|2|77
473|68|¿Í¿Í|1|0|2|4|5|3|3|3|2|3|55
474|68|¿Í¿Í|1|1|5|1|4|5|2|4|1|4|79
475|68|¿Í¿Í|1|2|3|2|3|4|4|5|3|2|15
476|68|¿Í¿Í|1|3|4|3|4|3|3|2|2|4|20
477|68|¿Í¿Í|1|4|3|5|1|2|5|3|4|3|54
478|68|¿Í¿Í|1|5|3|4|3|5|3|1|1|5|47
479|68|¿Í¿Í|1|6|2|3|2|1|4|2|2|2|57
480|68|¿Í¿Í|1|7|4|5|4|4|2|4|3|3|50
481|68|¿Í¿Í|1|3|5|2|5|3|3|2|1|4|60
482|68|¿Í¿Í|1|0|5|3|4|2|1|3|1|1|47
483|68|¿Í¿Í|1|1|3|4|3|5|2|4|3|2|53
484|68|¿Í¿Í|1|2|5|5|5|3|4|1|2|4|27
485|68|¿Í¿Í|1|3|4|5|2|4|3|2|3|3|77
486|68|¿Í¿Í|1|4|5|3|3|3|4|3|1|2|77
487|68|¿Í¿Í|1|5|3|4|4|2|5|4|4|5|67
488|68|¿Í¿Í|1|6|3|2|1|5|3|3|2|3|47
489|68|¿Í¿Í|1|7|4|3|3|4|1|5|3|4|79
490|68|¿Í¿Í|1|8|5|1|4|1|2|2|1|5|53
491|69|¿Í¿Í|1|0|2|3|2|5|4|4|2|3|9
492|69|¿Í¿Í|1|1|5|5|5|4|3|2|3|5|75
493|69|¿Í¿Í|1|2|3|4|4|3|2|3|5|2|63
494|69|¿Í¿Í|1|3|5|3|3|5|5|4|1|3|77
495|69|¿Í¿Í|1|4|4|2|4|1|3|2|3|1|10
496|69|¿Í¿Í|1|5|3|5|5|4|4|2|2|4|77
497|69|¿Í¿Í|1|6|1|3|1|3|1|3|1|2|46
498|69|¿Í¿Í|1|7|5|4|2|5|2|2|2|3|79
499|69|¿Í¿Í|1|8|3|5|4|2|3|3|3|4|59
500|69|¿Í¿Í|1|0|3|2|3|4|5|4|1|3|11
501|69|¿Í¿Í|1|1|5|3|5|2|4|5|3|3|23
502|69|¿Í¿Í|1|2|2|2|2|3|2|2|2|4|76
503|69|¿Í¿Í|1|3|4|5|4|5|3|4|5|2|69
504|69|¿Í¿Í|1|4|1|1|3|2|5|3|3|5|15
505|69|¿Í¿Í|1|5|2|4|5|1|1|2|4|2|59
506|69|¿Í¿Í|1|6|3|2|1|4|3|4|2|5|52
507|69|¿Í¿Í|1|7|5|3|3|2|4|1|5|1|27
508|69|¿Í¿Í|1|8|2|5|2|5|5|3|3|4|47
509|69|¿Í¿Í|1|0|3|2|4|3|3|5|4|3|46
510|69|¿Í¿Í|1|1|4|3|5|4|4|2|1|4|75
511|70|¿Í¿Í|1|2|5|4|4|2|5|5|3|2|49
512|70|¿Í¿Í|1|3|2|5|3|5|3|3|3|5|69
513|70|¿Í¿Í|1|4|3|4|5|3|1|4|5|3|53
514|70|¿Í¿Í|1|5|4|3|1|4|4|5|2|4|16
515|70|¿Í¿Í|1|6|5|1|2|1|3|3|5|1|25
516|70|¿Í¿Í|1|7|2|2|4|4|5|4|4|4|14
517|70|¿Í¿Í|1|8|3|4|3|3|1|5|2|3|53
518|70|¿Í¿Í|1|0|4|2|5|2|4|4|3|2|64
519|70|¿Í¿Í|1|1|2|3|1|5|3|2|5|4|9
520|70|¿Í¿Í|1|2|1|3|4|3|2|5|2|3|16
521|70|¿Í¿Í|1|3|3|1|2|4|5|1|4|4|77
522|70|¿Í¿Í|1|4|2|3|3|5|3|4|1|5|9
523|70|¿Í¿Í|1|5|5|4|5|3|4|3|2|3|51
524|70|¿Í¿Í|1|6|1|2|3|4|5|4|4|1|66
525|70|¿Í¿Í|1|7|2|3|4|2|3|2|4|2|77
526|70|¿Í¿Í|1|8|4|5|2|5|2|5|5|3|67
527|70|¿Í¿Í|1|0|2|1|3|2|4|3|3|2|7
528|70|¿Í¿Í|1|1|5|5|1|5|5|4|2|5|78
529|70|¿Í¿Í|1|2|4|3|5|4|1|1|4|3|77
530|70|¿Í¿Í|1|3|2|4|2|2|2|4|4|4|79
531|71|¿Í¿Í|1|4|5|1|4|5|3|3|5|2|59
532|71|¿Í¿Í|1|5|3|3|3|3|4|2|3|3|46
533|71|¿Í¿Í|1|6|4|4|5|4|2|4|5|4|67
534|71|¿Í¿Í|1|7|1|2|2|2|5|3|4|2|79
535|71|¿Í¿Í|1|8|2|5|4|5|3|4|5|3|56
536|71|¿Í¿Í|1|0|3|3|1|1|4|5|2|3|76
537|71|¿Í¿Í|1|1|5|4|3|4|5|3|4|5|49
538|71|¿Í¿Í|1|2|3|2|2|3|2|1|5|4|19
539|71|¿Í¿Í|1|3|4|3|3|4|1|2|4|4|78
540|71|¿Í¿Í|1|4|3|4|5|2|5|3|3|3|74
541|71|¿Í¿Í|1|5|4|5|2|5|2|2|5|2|2
542|71|¿Í¿Í|1|6|5|4|4|3|4|5|4|5|75
543|71|¿Í¿Í|1|7|2|5|3|4|3|3|3|3|65
544|71|¿Í¿Í|1|8|3|2|5|1|5|4|4|4|50
545|71|¿Í¿Í|1|0|4|5|1|4|2|2|1|4|77
546|72|¿Í¿Í|1|1|2|3|4|3|4|3|5|3|20
547|72|¿Í¿Í|1|2|3|4|2|2|3|4|3|2|59
548|72|¿Í¿Í|1|3|5|5|3|4|5|2|4|5|63
549|72|¿Í¿Í|1|4|1|2|4|3|3|3|3|1|48
550|72|¿Í¿Í|1|5|4|3|2|4|1|3|2|4|79
551|72|¿Í¿Í|1|6|1|5|5|5|4|5|3|2|79
552|72|¿Í¿Í|1|7|2|2|3|3|2|4|4|4|74
553|72|¿Í¿Í|1|8|3|4|5|1|5|4|5|3|52
554|72|¿Í¿Í|1|0|5|3|4|2|3|3|2|5|26
555|72|¿Í¿Í|1|1|3|1|1|3|4|2|3|4|67
556|72|¿Í¿Í|1|2|4|4|4|2|2|5|2|3|49
557|72|¿Í¿Í|1|3|5|1|2|5|3|3|5|2|11
558|72|¿Í¿Í|1|4|1|4|3|3|5|4|1|5|52
559|72|¿Í¿Í|1|5|4|5|5|4|2|3|4|3|67
560|72|¿Í¿Í|1|6|2|2|1|2|3|4|2|4|53
561|73|¿Í¿Í|1|7|3|3|5|3|4|2|3|2|7
562|73|¿Í¿Í|1|8|5|4|4|4|5|5|5|5|79
563|73|¿Í¿Í|1|0|3|1|2|2|4|3|2|3|10
564|73|¿Í¿Í|1|1|4|5|5|3|3|4|3|4|59
565|73|¿Í¿Í|1|2|2|3|3|3|1|2|4|5|53
566|73|¿Í¿Í|1|3|3|3|4|5|2|5|5|3|1
567|73|¿Í¿Í|1|4|5|2|1|4|4|3|4|4|1
568|73|¿Í¿Í|1|5|4|5|3|4|2|1|3|2|53
569|73|¿Í¿Í|1|6|3|1|2|3|3|4|1|4|14
570|73|¿Í¿Í|1|7|4|4|5|2|3|1|2|3|27
571|73|¿Í¿Í|1|8|2|3|2|5|1|5|4|5|49
572|73|¿Í¿Í|1|0|4|2|4|3|3|1|2|2|47
573|73|¿Í¿Í|1|1|1|4|3|4|4|3|3|4|63
574|73|¿Í¿Í|1|2|3|3|5|3|2|4|3|3|10
575|73|¿Í¿Í|1|3|2|5|2|5|3|5|1|5|75
576|74|¿Í¿Í|1|4|5|4|4|1|5|3|3|1|74
577|74|¿Í¿Í|1|5|3|2|3|4|1|4|4|4|49
578|74|¿Í¿Í|1|6|4|3|5|3|5|5|2|1|48
579|74|¿Í¿Í|1|7|1|4|1|2|3|3|3|4|54
580|74|¿Í¿Í|1|8|3|2|4|5|4|1|5|1|47
581|74|¿Í¿Í|1|1|2|1|2|3|1|4|1|3|46
582|74|¿Í¿Í|1|2|4|5|3|4|3|3|5|4|53
583|74|¿Í¿Í|1|3|1|5|5|2|4|5|3|2|2
584|74|¿Í¿Í|1|4|2|4|2|3|2|1|4|5|26
585|74|¿Í¿Í|1|5|3|3|4|4|5|4|1|3|56
586|74|¿Í¿Í|1|1|4|2|3|2|3|3|3|4|17
587|74|¿Í¿Í|1|2|3|4|4|5|4|2|4|2|53
588|74|¿Í¿Í|1|3|4|1|1|3|2|5|2|5|60
589|74|¿Í¿Í|1|4|1|2|3|4|3|3|5|3|69
590|74|¿Í¿Í|1|5|2|3|2|2|4|4|3|4|57
591|75|¿Í¿Í|1|1|4|5|5|1|5|5|4|2|60
592|75|¿Í¿Í|1|2|2|2|3|3|4|3|2|3|45
593|75|¿Í¿Í|1|3|5|4|4|5|5|2|3|2|46
594|75|¿Í¿Í|1|4|3|3|2|2|2|4|4|3|23
595|75|¿Í¿Í|1|5|4|1|5|3|5|5|5|5|25
596|75|¿Í¿Í|1|1|5|5|3|3|3|1|4|2|75
597|75|¿Í¿Í|1|2|3|4|4|3|4|2|5|4|4
598|75|¿Í¿Í|1|3|4|2|5|4|5|3|2|1|47
599|75|¿Í¿Í|1|4|2|3|2|1|2|4|5|2|3
600|75|¿Í¿Í|1|5|5|4|4|5|3|2|3|4|46
601|75|¿Í¿Í|1|0|1|1|3|2|5|5|4|4|51
602|75|¿Í¿Í|1|1|4|3|5|4|2|3|5|5|2
603|75|¿Í¿Í|1|2|3|2|4|1|4|4|2|3|52
604|75|¿Í¿Í|1|3|2|3|3|5|3|5|3|2|3
605|75|¿Í¿Í|1|4|5|2|2|2|1|2|5|4|27
606|76|¿Í¿Í|1|5|3|4|5|3|4|3|2|4|57
607|76|¿Í¿Í|1|6|5|5|1|4|1|4|4|5|77
608|76|¿Í¿Í|1|7|3|3|4|3|4|2|3|3|58
609|76|¿Í¿Í|1|8|4|5|3|5|5|5|1|5|53
610|76|¿Í¿Í|1|0|2|3|2|2|2|3|4|4|12
611|76|¿Í¿Í|1|1|5|5|4|3|3|4|1|5|47
612|76|¿Í¿Í|1|2|3|4|3|4|4|1|4|2|50
613|76|¿Í¿Í|1|3|4|3|5|5|1|4|5|4|47
614|76|¿Í¿Í|1|4|5|2|3|4|5|2|2|5|17
615|76|¿Í¿Í|1|5|2|4|4|3|3|4|3|4|67
616|76|¿Í¿Í|1|6|3|1|2|1|3|3|4|3|66
617|76|¿Í¿Í|1|7|4|3|5|2|2|5|1|5|55
618|76|¿Í¿Í|1|8|2|2|4|4|5|3|5|4|64
619|76|¿Í¿Í|1|0|5|5|3|2|1|4|3|4|49
620|76|¿Í¿Í|1|1|3|3|5|3|3|2|3|2|68
621|77|¿Í¿Í|1|2|4|4|1|3|2|5|2|3|76
622|77|¿Í¿Í|1|3|3|2|5|1|5|3|5|3|75
623|77|¿Í¿Í|1|4|2|3|1|3|3|4|1|1|78
624|77|¿Í¿Í|1|5|5|4|4|4|4|1|5|3|50
625|77|¿Í¿Í|1|6|3|2|3|2|5|3|2|4|49
626|77|¿Í¿Í|1|7|4|3|5|3|2|2|4|2|50
627|77|¿Í¿Í|1|8|5|4|2|5|4|3|3|3|77
628|77|¿Í¿Í|1|0|1|1|4|1|3|2|5|5|3
629|77|¿Í¿Í|1|1|4|1|3|5|5|3|1|1|9
630|77|¿Í¿Í|1|2|2|5|5|3|2|2|3|5|56
631|77|¿Í¿Í|1|3|3|2|2|4|3|4|4|3|12
632|77|¿Í¿Í|1|4|1|4|3|1|4|3|5|4|55
633|77|¿Í¿Í|1|5|5|3|4|3|1|5|3|1|66
634|77|¿Í¿Í|1|6|2|2|5|4|4|1|4|3|14
635|77|¿Í¿Í|1|7|4|5|2|2|2|5|5|4|59
636|78|¿Í¿Í|1|8|3|4|5|5|3|1|3|2|77
637|78|¿Í¿Í|1|0|4|3|3|3|5|1|1|5|19
638|78|¿Í¿Í|1|1|2|2|5|4|4|3|4|3|3
639|78|¿Í¿Í|1|2|5|3|3|2|3|4|3|4|11
640|78|¿Í¿Í|1|3|3|4|4|3|5|2|5|2|78
641|78|¿Í¿Í|1|4|4|1|2|4|3|3|1|3|12
642|78|¿Í¿Í|1|5|2|4|5|5|4|4|4|4|69
643|78|¿Í¿Í|1|6|5|4|3|4|2|3|3|5|75
644|78|¿Í¿Í|1|7|3|3|4|5|5|5|2|4|49
645|78|¿Í¿Í|1|8|4|5|1|2|3|1|5|5|75
646|78|¿Í¿Í|1|0|2|3|2|5|1|3|3|2|75
647|78|¿Í¿Í|1|1|3|4|5|3|4|4|4|5|78
648|78|¿Í¿Í|1|2|1|1|4|4|2|2|5|3|66
649|78|¿Í¿Í|1|3|4|2|3|5|3|5|3|4|17
650|78|¿Í¿Í|1|4|2|3|5|2|3|3|2|5|48
651|79|¿Í¿Í|1|5|3|1|2|3|5|4|4|2|55
652|79|¿Í¿Í|1|6|5|4|5|5|4|2|5|3|49
653|79|¿Í¿Í|1|7|2|2|3|2|2|4|1|5|57
654|79|¿Í¿Í|1|8|4|3|4|4|5|3|2|2|10
655|79|¿Í¿Í|1|0|3|4|2|3|3|1|3|4|26
656|79|¿Í¿Í|1|1|1|2|5|1|3|2|4|3|50
657|79|¿Í¿Í|1|2|2|5|1|4|4|3|2|1|46
658|79|¿Í¿Í|1|3|5|2|4|1|2|3|5|4|57
659|79|¿Í¿Í|1|4|1|3|3|4|5|4|3|1|13
660|79|¿Í¿Í|1|5|3|3|2|5|3|2|4|4|2
661|79|¿Í¿Í|1|6|4|4|5|2|4|5|5|5|7
662|79|¿Í¿Í|1|7|2|2|3|3|1|3|2|2|25
663|79|¿Í¿Í|1|8|5|5|4|4|4|4|2|3|77
664|79|¿Í¿Í|1|0|4|5|5|1|2|3|5|4|27
665|79|¿Í¿Í|1|1|4|1|3|5|5|5|2|1|47
666|79|¿Í¿Í|1|2|3|2|4|3|5|3|3|5|52
667|79|¿Í¿Í|1|3|2|3|2|3|3|4|3|3|14
668|79|¿Í¿Í|1|4|5|4|5|2|4|2|4|3|53
669|79|¿Í¿Í|1|5|1|3|3|5|3|4|2|2|9
670|79|¿Í¿Í|1|6|4|2|4|1|5|2|5|5|25
671|80|¿Í¿Í|1|7|2|3|2|3|3|3|5|1|49
672|80|¿Í¿Í|1|8|3|4|5|5|4|5|1|3|59
673|80|¿Í¿Í|1|0|5|2|3|2|2|2|2|1|78
674|80|¿Í¿Í|1|1|4|1|4|3|4|3|3|4|14
675|80|¿Í¿Í|1|2|2|5|5|4|3|4|4|2|49
676|80|¿Í¿Í|1|3|5|1|1|5|5|5|3|3|16
677|80|¿Í¿Í|1|4|3|4|2|3|2|4|2|5|78
678|80|¿Í¿Í|1|5|4|2|3|4|4|3|3|4|59
679|80|¿Í¿Í|1|6|5|5|3|2|3|1|4|2|50
680|80|¿Í¿Í|1|7|3|2|4|5|5|2|2|3|78
681|80|¿Í¿Í|1|8|2|4|2|3|3|4|1|4|50
682|80|¿Í¿Í|1|0|1|3|5|3|5|2|5|1|27
683|80|¿Í¿Í|1|1|1|1|3|5|2|3|1|3|44
684|80|¿Í¿Í|1|2|5|4|4|2|3|3|4|2|67
685|80|¿Í¿Í|1|3|2|2|5|4|2|1|2|4|14
686|80|¿Í¿Í|1|4|4|3|1|3|5|3|1|3|75
687|80|¿Í¿Í|1|5|3|5|3|1|1|4|3|5|49
688|80|¿Í¿Í|1|6|5|2|5|3|4|2|1|3|58
689|80|¿Í¿Í|1|7|2|4|2|1|2|3|4|4|48
690|80|¿Í¿Í|1|8|4|1|4|4|3|5|2|2|52
691|134|±ט±ÖÀÌ|2|0|5|4|3|2|5|1|3|3|22
692|134|±ט±ÖÀÌ|2|1|3|2|5|3|2|5|5|1|21
693|134|±ט±ÖÀÌ|2|2|5|3|2|5|3|3|4|2|28
694|134|±ט±ÖÀÌ|2|3|2|5|4|4|4|4|2|4|27
695|134|±ט±ÖÀÌ|2|4|4|3|3|2|5|1|3|3|22
696|134|±ט±ÖÀÌ|2|5|3|5|5|3|4|3|4|4|6
697|134|±ט±ÖÀÌ|2|6|1|5|2|4|3|4|3|5|73
698|134|±ט±ÖÀÌ|2|7|3|3|1|1|1|2|4|3|27
699|134|±ט±ÖÀÌ|2|8|1|4|4|3|2|5|1|1|21
700|134|±ט±ÖÀÌ|2|0|4|3|2|2|4|3|4|2|27
701|134|±ט±ÖÀÌ|2|1|2|5|4|4|2|4|2|4|21
702|135|±ט±ÖÀÌ|2|2|3|4|3|3|3|2|3|3|6
703|135|±ט±ÖÀÌ|2|3|5|3|5|5|3|3|5|2|72
704|135|±ט±ÖÀÌ|2|4|4|3|3|3|1|4|2|5|27
705|135|±ט±ÖÀÌ|2|5|2|3|4|4|3|5|4|3|6
706|135|±ט±ÖÀÌ|2|6|3|3|3|2|4|4|1|4|21
707|135|±ט±ÖÀÌ|2|7|4|2|3|3|2|5|2|1|21
708|135|±ט±ÖÀÌ|2|8|1|4|5|1|3|2|4|2|21
709|147|±ט±ÖÀÌ|2|0|3|2|4|2|5|5|4|3|27
710|147|±ט±ÖÀÌ|2|1|2|1|2|4|1|3|5|5|21
711|147|±ט±ÖÀÌ|2|2|4|3|5|3|5|4|3|1|27
712|147|±ט±ÖÀÌ|2|3|3|2|1|4|3|5|2|3|28
713|136|±ט±ÖÀÌ|2|4|5|1|5|5|4|2|4|1|22
714|136|±ט±ÖÀÌ|2|5|3|4|3|3|1|3|4|4|21
715|136|±ט±ÖÀÌ|2|6|4|1|4|1|3|5|5|2|6
716|136|±ט±ÖÀÌ|2|7|2|5|2|2|4|2|3|3|6
717|136|±ט±ÖÀÌ|2|8|3|5|5|4|2|4|5|5|27
718|136|±ט±ÖÀÌ|2|0|1|5|3|3|5|3|4|4|21
719|148|±ט±ÖÀÌ|2|1|2|2|4|2|3|1|5|2|22
720|148|±ט±ÖÀÌ|2|2|4|4|5|5|4|4|2|3|27
721|148|±ט±ÖÀÌ|2|3|3|2|2|3|2|1|4|4|27
722|148|±ט±ÖÀÌ|2|4|4|3|4|4|3|4|5|5|70
723|137|±ט±ÖÀÌ|2|5|5|1|1|1|4|5|4|2|70
724|137|±ט±ÖÀÌ|2|6|3|2|4|2|5|2|3|4|22
725|137|±ט±ÖÀÌ|2|7|1|2|3|3|4|3|5|3|5
726|137|±ט±ÖÀÌ|2|8|2|3|4|5|5|4|4|5|5
727|137|±ט±ÖÀÌ|2|0|4|1|1|4|2|1|3|1|22
728|137|±ט±ÖÀÌ|2|1|3|4|3|2|5|5|4|4|21
729|137|±ט±ÖÀÌ|2|2|2|2|4|5|3|3|2|3|27
730|137|±ט±ÖÀÌ|2|3|5|4|3|3|4|3|5|4|73
731|146|±ט±ÖÀÌ|2|4|3|3|5|4|5|2|3|2|21
732|146|±ט±ÖÀÌ|2|5|4|5|1|1|2|5|4|5|71
733|146|±ט±ÖÀÌ|2|6|1|1|3|2|3|1|1|3|27
734|138|±ט±ÖÀÌ|2|7|2|4|4|3|5|1|4|4|22
735|138|±ט±ÖÀÌ|2|8|3|1|5|3|2|3|2|3|21
736|138|±ט±ÖÀÌ|2|0|5|3|3|5|4|1|5|5|27
737|138|±ט±ÖÀÌ|2|1|3|1|4|2|3|4|3|2|21
738|138|±ט±ÖÀÌ|2|2|2|4|5|5|1|2|4|4|22
739|138|±ט±ÖÀÌ|2|3|4|2|3|3|4|3|2|3|21
740|138|±ט±ÖÀÌ|2|4|5|5|1|4|1|5|3|1|22
741|145|±ט±ÖÀÌ|2|5|1|3|4|2|4|4|5|4|73
742|145|±ט±ÖÀÌ|2|6|2|4|3|4|5|2|3|1|22
743|145|±ט±ÖÀÌ|2|7|3|2|5|3|2|3|1|4|21
744|145|±ט±ÖÀÌ|2|8|4|4|1|5|3|4|4|2|27
745|139|±ט±ÖÀÌ|2|0|2|3|4|2|4|2|3|3|21
746|139|±ט±ÖÀÌ|2|1|5|5|3|4|1|4|2|5|21
